"","login","host","data"
"53120","arnold.wilkins","193.0.96.13.25",2015-07-16 13:08:23
"53121","c.hernandez","194.29.178.231",2015-07-16 13:13:14
"53122","lmcd","194.29.178.64",2015-07-16 13:15:02
"53123","stella.holmes","194.29.178.180",2015-07-16 13:17:48
"53124","p.vargas","194.29.178.206",2015-07-16 13:29:16
"53125","r.craig","194.29.178.227",2015-07-16 13:50:04
"53126","beatrice.page","194.29.178.124",2015-07-16 13:51:01
"53127","jnew","194.29.178.146",2015-07-16 13:53:44
"53128","bobby.eaton","194.29.178.219",2015-07-16 13:59:07
"53129","hjen","194.29.178.142",2015-07-16 14:04:13
"53130","a.cruz","194.29.178.186",2015-07-16 14:08:28
"53131","t.ramirez","194.29.178.127",2015-07-16 14:11:19
"53132","elmer.howard","193.0.96.13.2",2015-07-16 14:16:42
"53133","christian.sanchez","194.29.178.67",2015-07-16 14:22:01
"53134","p.rhodes","193.0.96.13.32",2015-07-16 14:31:18
"53135","betty.walters","193.0.96.13.33",2015-07-16 14:35:18
"53136","v.schultz","194.29.178.181",2015-07-16 14:52:34
"53137","mrom","194.29.178.240",2015-07-16 15:04:39
"53138","p.freeman","194.29.178.238",2015-07-16 15:06:09
"53139","terrence.cross","194.29.178.80",2015-07-16 15:17:08
"53140","t.strickland","193.0.96.13.54",2015-07-16 15:30:34
"53141","cbow","194.29.178.15",2015-07-16 15:56:05
"53142","jesus.booth","194.29.178.1",2015-07-16 16:13:34
"53143","m.jimenez","194.29.178.102",2015-07-16 16:21:58
"53144","k.simmons","193.0.96.13.32",2015-07-16 16:32:34
"53145","j.osborne","193.0.96.13.47",2015-07-16 16:33:07
"53146","chris.howell","194.29.178.25",2015-07-16 16:43:49
"53147","beth.boyd","193.0.96.13.29",2015-07-16 16:51:33
"53148","vril","194.29.178.94",2015-07-16 16:54:15
"53149","lucy.matthews","194.29.178.70",2015-07-16 17:13:18
"53150","s.barnett","194.29.178.61",2015-07-16 17:22:42
"53151","annie.keith","194.29.178.76",2015-07-16 17:27:12
"53152","christopher.medina","194.29.178.99",2015-07-16 17:27:40
"53153","g.sherman","194.29.178.99",2015-07-16 17:34:09
"53154","r.huffman","193.0.96.13.44",2015-07-16 17:59:04
"53155","f.hunter","194.29.178.82",2015-07-16 18:09:49
"53156","aher","193.0.96.13.29",2015-07-16 18:13:10
"53157","t.weaver","194.29.178.213",2015-07-16 18:16:38
"53158","corey.gray","194.29.178.160",2015-07-16 18:22:36
"53159","cwal","194.29.178.200",2015-07-16 18:24:26
"53160","fnel","194.29.178.155",2015-07-16 18:31:35
"53161","david.weber","194.29.178.232",2015-07-16 18:31:41
"53162","m.sullivan","194.29.178.167",2015-07-16 18:38:49
"53163","jkir","194.29.178.25",2015-07-16 19:10:58
"53164","g.walton","193.0.96.13.15",2015-07-16 19:28:31
"53165","p.freeman","194.29.178.238",2015-07-16 19:40:22
"53166","c.ramsey","194.29.178.229",2015-07-16 19:42:39
"53167","bertha.mathews","194.29.178.61",2015-07-16 19:49:33
"53168","reginald.andrews","194.29.178.46",2015-07-16 19:51:28
"53169","chad.garner","194.29.178.39",2015-07-16 19:59:25
"53170","mhar","194.29.178.81",2015-07-16 20:01:08
"53171","mnav","194.29.178.195",2015-07-16 20:13:35
"53172","jerry.fisher","193.0.96.13.47",2015-07-16 20:18:49
"53173","betty.walters","193.0.96.13.40",2015-07-16 20:20:11
"53174","c.logan","194.29.178.251",2015-07-16 20:25:43
"53175","jerry.fisher","194.29.178.50",2015-07-16 20:30:52
"53176","bhar","194.29.178.90",2015-07-16 20:50:36
"53177","m.montgomery","193.0.96.13.6",2015-07-16 20:52:53
"53178","corey.gray","194.29.178.137",2015-07-16 21:00:17
"53179","m.lang","194.29.178.118",2015-07-16 21:02:30
"53180","k.brooks","193.0.96.13.20",2015-07-16 21:12:32
"53181","lsim","194.29.178.183",2015-07-16 21:12:57
"53182","bcha","194.29.178.129",2015-07-16 21:13:17
"53183","e.warren","193.0.96.13.10",2015-07-16 21:20:08
"53184","lcar","194.29.178.106",2015-07-16 21:22:33
"53185","j.ingram","194.29.178.255",2015-07-16 21:37:41
"53186","dwil","194.29.178.85",2015-07-16 21:42:17
"53187","p.roberson","194.29.178.164",2015-07-16 21:43:03
"53188","dean.hammond","193.0.96.13.46",2015-07-16 21:48:14
"53189","cnun","194.29.178.91",2015-07-16 21:50:35
"53190","fnel","194.29.178.155",2015-07-16 21:51:56
"53191","mbea","194.29.178.173",2015-07-16 21:52:25
"53192","m.santiago","194.29.178.102",2015-07-16 22:02:09
"53193","v.padilla","193.0.96.13.16",2015-07-16 22:17:54
"53194","s.rodriquez","194.29.178.30",2015-07-16 22:29:31
"53195","e.kramer","194.29.178.234",2015-07-16 22:30:31
"53196","arnold.wilkins","194.29.178.222",2015-07-16 22:32:55
"53197","claude.clark","193.0.96.13.36",2015-07-16 22:36:46
"53198","fmal","194.29.178.116",2015-07-16 22:46:13
"53199","mrom","194.29.178.247",2015-07-16 22:51:43
"53200","bagu","194.29.178.71",2015-07-16 22:56:15
"53201","irma.cortez","194.29.178.56",2015-07-16 22:58:30
"53202","george.washington","194.29.178.51",2015-07-16 23:04:51
"53203","e.small","194.29.178.155",2015-07-16 23:05:22
"53204","amy.burton","194.29.178.97",2015-07-16 23:30:35
"53205","dwil","194.29.178.85",2015-07-16 23:40:09
"53206","j.osborne","193.0.96.13.47",2015-07-16 23:44:29
"53207","corey.gray","194.29.178.160",2015-07-16 23:47:16
"53208","ncas","194.29.178.229",2015-07-16 23:51:14
"53209","jhar","194.29.178.52",2015-07-17 00:06:39
"53210","dcon","193.0.96.13.39",2015-07-17 00:50:32
"53211","sbat","194.29.178.123",2015-07-17 00:58:50
"53212","arnold.wilkins","194.29.178.222",2015-07-17 01:03:40
"53213","dmur","194.29.178.236",2015-07-17 01:26:57
"53214","f.parrish","194.29.178.228",2015-07-17 01:28:00
"53215","ashley.cummings","194.29.178.122",2015-07-17 01:28:02
"53216","j.ingram","194.29.178.255",2015-07-17 01:50:03
"53217","jennifer.ellis","193.0.96.13.41",2015-07-17 02:14:24
"53218","eroy","194.29.178.79",2015-07-17 02:22:53
"53219","mbre","193.0.96.13.7",2015-07-17 02:43:03
"53220","ssan","193.0.96.13.52",2015-07-17 02:47:16
"53221","s.barnett","194.29.178.61",2015-07-17 03:00:43
"53222","heather.schmidt","194.29.178.82",2015-07-17 03:04:38
"53223","j.patrick","194.29.178.77",2015-07-17 03:07:22
"53224","blew","194.29.178.210",2015-07-17 03:08:55
"53225","jflo","194.29.178.210",2015-07-17 03:16:17
"53226","sham","194.29.178.108",2015-07-17 03:20:19
"53227","r.spencer","193.0.96.13.15",2015-07-17 03:21:12
"53228","jpar","194.29.178.210",2015-07-17 03:38:08
"53229","rhen","194.29.178.155",2015-07-17 04:00:15
"53230","beatrice.page","194.29.178.124",2015-07-17 04:00:31
"53231","ejon","194.29.178.24",2015-07-17 04:22:11
"53232","hjen","194.29.178.27",2015-07-17 04:37:16
"53233","renee.dennis","194.29.178.53",2015-07-17 04:39:45
"53234","sest","193.0.96.13.22",2015-07-17 04:49:28
"53235","lhan","193.0.96.13.6",2015-07-17 04:59:19
"53236","c.fuller","194.29.178.210",2015-07-17 05:02:21
"53237","s.knight","193.0.96.13.11",2015-07-17 05:04:49
"53238","clifford.stephens","193.0.96.13.33",2015-07-17 05:12:22
"53239","terrence.cross","194.29.178.80",2015-07-17 05:21:17
"53240","miguel.flynn","194.29.178.203",2015-07-17 05:29:02
"53241","gwes","194.29.178.181",2015-07-17 05:33:17
"53242","b.welch","193.0.96.13.9",2015-07-17 05:45:33
"53243","samuel.goodman","194.29.178.212",2015-07-17 05:58:38
"53244","t.leonard","194.29.178.66",2015-07-17 06:00:20
"53245","amor","194.29.178.56",2015-07-17 06:00:32
"53246","shannon.cain","194.29.178.164",2015-07-17 06:00:46
"53247","alfred.young","194.29.178.55",2015-07-17 06:01:52
"53248","jkir","194.29.178.219",2015-07-17 06:03:23
"53249","gsim","194.29.178.235",2015-07-17 06:12:14
"53250","reginald.andrews","194.29.178.236",2015-07-17 06:12:49
"53251","v.padilla","194.29.178.81",2015-07-17 06:13:45
"53252","bobby.eaton","194.29.178.164",2015-07-17 06:32:35
"53253","elaine.potter","193.0.96.13.4",2015-07-17 06:45:49
"53254","nric","194.29.178.154",2015-07-17 06:47:18
"53255","renee.dennis","194.29.178.226",2015-07-17 06:49:11
"53256","joseph.tate","193.0.96.13.34",2015-07-17 06:54:01
"53257","freddie.gill","194.29.178.201",2015-07-17 06:55:37
"53258","ryan.beck","194.29.178.232",2015-07-17 07:06:58
"53259","r.garrison","194.29.178.119",2015-07-17 07:11:28
"53260","s.mccoy","194.29.178.17",2015-07-17 07:18:12
"53261","bobby.eaton","194.29.178.164",2015-07-17 07:19:50
"53262","dean.hammond","193.0.96.13.46",2015-07-17 07:32:13
"53263","velma.jennings","194.29.178.5",2015-07-17 07:32:30
"53264","kcol","194.29.178.73",2015-07-17 07:32:52
"53265","martin.ballard","194.29.178.132",2015-07-17 07:35:33
"53266","gsim","194.29.178.235",2015-07-17 07:38:05
"53267","claw","193.0.96.13.52",2015-07-17 07:38:35
"53268","shirley.evans","194.29.178.27",2015-07-17 07:47:04
"53269","lonnie.hart","194.29.178.207",2015-07-17 07:52:20
"53270","v.olson","194.29.178.45",2015-07-17 07:55:16
"53271","brittany.barker","194.29.178.119",2015-07-17 07:55:38
"53272","nmar","193.0.96.13.24",2015-07-17 07:58:43
"53273","dwayne.morales","194.29.178.182",2015-07-17 08:19:50
"53274","jsco","194.29.178.162",2015-07-17 08:32:37
"53275","c.bass","193.0.96.13.23",2015-07-17 08:38:16
"53276","tric.1","194.29.178.253",2015-07-17 08:43:24
"53277","t.green","194.29.178.118",2015-07-17 08:48:29
"53278","cree","193.0.96.13.33",2015-07-17 08:54:39
"53279","jree","193.0.96.13.50",2015-07-17 09:05:25
"53280","e.moore","194.29.178.30",2015-07-17 09:08:07
"53281","r.bradley","194.29.178.21",2015-07-17 09:12:10
"53282","a.morrison","194.29.178.134",2015-07-17 09:13:10
"53283","acom","194.29.178.133",2015-07-17 09:22:02
"53284","sest","194.29.178.236",2015-07-17 09:23:50
"53285","twad","194.29.178.63",2015-07-17 09:27:12
"53286","ruby.gomez","194.29.178.196",2015-07-17 09:38:43
"53287","gerald.long","194.29.178.205",2015-07-17 09:54:59
"53288","w.o.brien","194.29.178.155",2015-07-17 09:55:45
"53289","k.guzman","194.29.178.160",2015-07-17 09:56:14
"53290","erik.kelley","194.29.178.150",2015-07-17 10:01:17
"53291","lsim","194.29.178.36",2015-07-17 10:09:06
"53292","l.harper","194.29.178.4",2015-07-17 10:16:24
"53293","egil","194.29.178.122",2015-07-17 10:19:41
"53294","tric","194.29.178.182",2015-07-17 10:40:51
"53295","lcoo","194.29.178.42",2015-07-17 10:41:34
"53296","jtod","194.29.178.76",2015-07-17 10:47:17
"53297","lmor","194.29.178.129",2015-07-17 10:58:00
"53298","mshe","194.29.178.207",2015-07-17 10:59:26
"53299","vril","194.29.178.27",2015-07-17 11:03:26
"53300","patricia.marshall","194.29.178.164",2015-07-17 11:04:59
"53301","edan","194.29.178.178",2015-07-17 11:06:50
"53302","waya","193.0.96.13.47",2015-07-17 11:08:16
"53303","s.clayton","194.29.178.4",2015-07-17 11:24:21
"53304","a.wallace","194.29.178.13",2015-07-17 11:26:51
"53305","beatrice.page","193.0.96.13.4",2015-07-17 11:39:54
"53306","bcha","194.29.178.5",2015-07-17 11:45:58
"53307","awal","194.29.178.38",2015-07-17 12:18:50
"53308","r.munoz","194.29.178.16",2015-07-17 12:19:51
"53309","a.allison","194.29.178.65",2015-07-17 12:21:59
"53310","m.whitehead","194.29.178.129",2015-07-17 12:25:13
"53311","allen.mathis","194.29.178.218",2015-07-17 12:45:23
"53312","nfra","193.0.96.13.27",2015-07-17 12:52:39
"53313","drob","194.29.178.103",2015-07-17 12:55:09
"53314","mper","194.29.178.205",2015-07-17 12:58:37
"53315","shirley.evans","194.29.178.185",2015-07-17 13:18:26
"53316","jtod","194.29.178.241",2015-07-17 13:25:21
"53317","jeanne.hoover","194.29.178.11",2015-07-17 13:44:58
"53318","clifford.stephens","193.0.96.13.33",2015-07-17 14:05:47
"53319","t.williamson","194.29.178.79",2015-07-17 14:07:18
"53320","samantha.hubbard","194.29.178.156",2015-07-17 14:21:19
"53321","czim","194.29.178.87",2015-07-17 14:41:13
"53322","ttay","194.29.178.78",2015-07-17 14:44:34
"53323","anic","194.29.178.249",2015-07-17 14:51:47
"53324","d.baker","194.29.178.202",2015-07-17 14:58:28
"53325","c.lopez","194.29.178.4",2015-07-17 15:00:36
"53326","josephine.snyder","194.29.178.86",2015-07-17 15:04:34
"53327","charlene.terry","194.29.178.225",2015-07-17 15:06:54
"53328","beverly.hopkins","193.0.96.13.18",2015-07-17 15:23:23
"53329","r.bailey","194.29.178.49",2015-07-17 15:36:39
"53330","r.cohen","194.29.178.105",2015-07-17 15:42:44
"53331","ryan.beck","194.29.178.232",2015-07-17 15:43:48
"53332","gregory.harrison","193.0.96.13.1",2015-07-17 15:56:33
"53333","jvas","193.0.96.13.24",2015-07-17 16:12:59
"53334","jbra","194.29.178.53",2015-07-17 16:21:14
"53335","ariv","194.29.178.119",2015-07-17 16:21:35
"53336","jflo","194.29.178.210",2015-07-17 16:30:28
"53337","dolores.bowen","194.29.178.96",2015-07-17 16:32:33
"53338","t.franklin","194.29.178.218",2015-07-17 16:38:03
"53339","msot","193.0.96.13.0",2015-07-17 16:38:16
"53340","dana.watkins","193.0.96.13.45",2015-07-17 16:41:33
"53341","r.jordan","194.29.178.186",2015-07-17 17:04:25
"53342","waya","193.0.96.13.47",2015-07-17 17:16:36
"53343","p.wiley","193.0.96.13.5",2015-07-17 17:20:34
"53344","kelly.davenport","193.0.96.13.22",2015-07-17 17:32:59
"53345","v.olson","194.29.178.100",2015-07-17 17:47:32
"53346","jennie.rowe","193.0.96.13.46",2015-07-17 17:49:02
"53347","l.stone","193.0.96.13.53",2015-07-17 17:55:17
"53348","chad.garner","194.29.178.39",2015-07-17 18:10:01
"53349","mshe","194.29.178.208",2015-07-17 18:11:57
"53350","gsto","194.29.178.238",2015-07-17 18:16:15
"53351","anic","194.29.178.249",2015-07-17 18:18:07
"53352","k.gonzalez","194.29.178.93",2015-07-17 18:24:56
"53353","l.russell","194.29.178.26",2015-07-17 18:26:13
"53354","jeanette.ward","194.29.178.74",2015-07-17 18:50:36
"53355","mwat","194.29.178.159",2015-07-17 18:53:48
"53356","loretta.schroeder","194.29.178.244",2015-07-17 18:59:31
"53357","ccar","194.29.178.215",2015-07-17 19:00:41
"53358","neil.williams","194.29.178.104",2015-07-17 19:05:01
"53359","m.frank","194.29.178.107",2015-07-17 19:12:28
"53360","jamie.fields","194.29.178.168",2015-07-17 19:14:01
"53361","reginald.andrews","194.29.178.236",2015-07-17 19:30:20
"53362","kkir","194.29.178.83",2015-07-17 19:33:01
"53363","dmal","194.29.178.143",2015-07-17 19:33:43
"53364","jhar","194.29.178.52",2015-07-17 19:37:26
"53365","katherine.byrd","194.29.178.15",2015-07-17 19:44:08
"53366","hmax","194.29.178.118",2015-07-17 19:59:45
"53367","cort","193.0.96.13.2",2015-07-17 20:08:19
"53368","v.schultz","194.29.178.181",2015-07-17 20:11:32
"53369","t.ramirez","194.29.178.241",2015-07-17 20:20:46
"53370","katie.george","194.29.178.247",2015-07-17 20:27:26
"53371","mathew.rose","194.29.178.217",2015-07-17 20:29:18
"53372","t.ramirez","194.29.178.127",2015-07-17 20:44:12
"53373","claude.clark","194.29.178.147",2015-07-17 20:46:18
"53374","j.owen","194.29.178.104",2015-07-17 21:15:59
"53375","p.rhodes","193.0.96.13.32",2015-07-17 21:16:17
"53376","jack.mckinney","194.29.178.105",2015-07-17 21:26:14
"53377","dgri","194.29.178.252",2015-07-17 21:31:04
"53378","claw","193.0.96.13.52",2015-07-17 21:49:17
"53379","k.saunders","194.29.178.243",2015-07-17 21:51:29
"53380","loretta.schroeder","194.29.178.244",2015-07-17 22:01:33
"53381","jimmie.keller","194.29.178.16",2015-07-17 22:04:14
"53382","z.stevenson","194.29.178.77",2015-07-17 22:23:42
"53383","e.small","194.29.178.155",2015-07-17 22:43:07
"53384","p.manning","193.0.96.13.40",2015-07-17 22:56:51
"53385","sfos","194.29.178.28",2015-07-17 23:01:28
"53386","ario","194.29.178.154",2015-07-17 23:04:32
"53387","hjen","194.29.178.134",2015-07-17 23:13:22
"53388","a.wallace","193.0.96.13.48",2015-07-17 23:16:14
"53389","dave.coleman","193.0.96.13.49",2015-07-17 23:38:02
"53390","e.perez","194.29.178.231",2015-07-17 23:39:33
"53391","b.welch","194.29.178.234",2015-07-17 23:41:30
"53392","t.palmer","193.0.96.13.51",2015-07-17 23:48:14
"53393","bber","194.29.178.140",2015-07-17 23:54:00
"53394","c.richards","194.29.178.93",2015-07-17 23:55:14
"53395","rcan","194.29.178.108",2015-07-18 00:09:10
"53396","t.weaver","194.29.178.213",2015-07-18 00:18:11
"53397","velma.jennings","194.29.178.5",2015-07-18 00:18:37
"53398","dwight.henry","194.29.178.235",2015-07-18 00:18:38
"53399","terrence.cross","194.29.178.61",2015-07-18 00:35:25
"53400","jay.hawkins","194.29.178.16",2015-07-18 00:46:18
"53401","elaine.potter","193.0.96.13.3",2015-07-18 00:46:28
"53402","olga.horton","194.29.178.121",2015-07-18 00:51:27
"53403","p.freeman","194.29.178.116",2015-07-18 01:11:04
"53404","t.leonard","194.29.178.186",2015-07-18 01:14:29
"53405","t.payne","193.0.96.13.4",2015-07-18 01:21:54
"53406","kmey","194.29.178.146",2015-07-18 01:25:32
"53407","a.sutton","194.29.178.84",2015-07-18 01:41:48
"53408","jbel","194.29.178.126",2015-07-18 01:44:05
"53409","f.hunter","194.29.178.221",2015-07-18 01:58:52
"53410","bcha","194.29.178.129",2015-07-18 01:59:08
"53411","v.white","194.29.178.130",2015-07-18 02:00:47
"53412","lnas","194.29.178.132",2015-07-18 02:09:49
"53413","miguel.flynn","194.29.178.203",2015-07-18 02:17:40
"53414","norma.walsh","194.29.178.2",2015-07-18 02:17:41
"53415","a.allison","194.29.178.45",2015-07-18 02:35:31
"53416","katherine.byrd","194.29.178.15",2015-07-18 02:35:49
"53417","elmer.howard","193.0.96.13.2",2015-07-18 02:42:41
"53418","jnew","194.29.178.159",2015-07-18 02:45:13
"53419","beth.boyd","194.29.178.126",2015-07-18 02:46:10
"53420","nspa","194.29.178.51",2015-07-18 02:49:56
"53421","jimmy.pierce","193.0.96.13.30",2015-07-18 02:50:16
"53422","vril","194.29.178.27",2015-07-18 03:03:26
"53423","cwal","194.29.178.8",2015-07-18 03:11:35
"53424","marsha.erickson","194.29.178.196",2015-07-18 03:19:59
"53425","acom","194.29.178.133",2015-07-18 03:25:02
"53426","vmck","193.0.96.13.16",2015-07-18 03:34:16
"53427","harold.espinoza","194.29.178.51",2015-07-18 03:38:57
"53428","h.monroe","194.29.178.70",2015-07-18 03:43:49
"53429","jbra","194.29.178.53",2015-07-18 03:44:51
"53430","lmor","193.0.96.13.10",2015-07-18 03:54:32
"53431","valerie.poole","194.29.178.142",2015-07-18 03:56:24
"53432","c.gilmore","194.29.178.197",2015-07-18 04:04:42
"53433","tcoo","194.29.178.176",2015-07-18 04:06:06
"53434","ramon.reyes","194.29.178.115",2015-07-18 04:32:11
"53435","v.padilla","193.0.96.13.16",2015-07-18 04:34:53
"53436","s.knight","193.0.96.13.11",2015-07-18 04:41:58
"53437","joseph.tate","194.29.178.77",2015-07-18 05:01:44
"53438","christy.norris","193.0.96.13.20",2015-07-18 05:07:14
"53439","lsim","194.29.178.183",2015-07-18 05:07:21
"53440","lcoo","194.29.178.248",2015-07-18 05:22:10
"53441","dmar","194.29.178.99",2015-07-18 05:23:20
"53442","apau","194.29.178.28",2015-07-18 05:24:33
"53443","sarah.skinner","194.29.178.148",2015-07-18 05:26:48
"53444","ralph.roberts","194.29.178.254",2015-07-18 05:28:07
"53445","jhar","194.29.178.52",2015-07-18 05:35:35
"53446","miguel.flynn","193.0.96.13.28",2015-07-18 05:44:35
"53447","e.sanders","194.29.178.203",2015-07-18 05:49:45
"53448","r.morgan","194.29.178.33",2015-07-18 06:02:13
"53449","ramon.reyes","194.29.178.115",2015-07-18 06:10:19
"53450","annie.keith","194.29.178.46",2015-07-18 06:14:17
"53451","twad","194.29.178.63",2015-07-18 06:28:12
"53452","anic","194.29.178.249",2015-07-18 06:40:22
"53453","rhou","194.29.178.114",2015-07-18 06:53:00
"53454","dmur","194.29.178.76",2015-07-18 06:53:22
"53455","mhoo","194.29.178.184",2015-07-18 06:54:06
"53456","erik.kelley","194.29.178.150",2015-07-18 07:06:34
"53457","ruby.gomez","194.29.178.196",2015-07-18 07:15:52
"53458","nspa","193.0.96.13.53",2015-07-18 07:22:37
"53459","rosemary.cole","193.0.96.13.38",2015-07-18 07:33:11
"53460","r.morgan","194.29.178.33",2015-07-18 07:42:38
"53461","sest","193.0.96.13.22",2015-07-18 07:56:46
"53462","ryan.beck","194.29.178.230",2015-07-18 08:05:17
"53463","m.roman","194.29.178.73",2015-07-18 08:17:24
"53464","s.burns","194.29.178.195",2015-07-18 08:20:09
"53465","ruben.kim","194.29.178.169",2015-07-18 08:30:36
"53466","h.hudson","194.29.178.160",2015-07-18 08:36:25
"53467","s.knight","194.29.178.27",2015-07-18 09:06:52
"53468","mrom","194.29.178.109",2015-07-18 09:08:05
"53469","jcon","194.29.178.190",2015-07-18 09:29:55
"53470","katherine.byrd","194.29.178.51",2015-07-18 09:39:10
"53471","jlam","194.29.178.38",2015-07-18 09:43:01
"53472","donna.hall","194.29.178.161",2015-07-18 09:52:44
